Issue Number, Title, Github URL, Labels, State, Milestone, Created At, Updated At, Reporter, Assignee, Body
79, "BuzzHack - VsheshHackth - Fintech", https://github.com/skillenza-com/MishMash-India-2020/issues/79, "Fin Tech", open, , 03/31/2020, 03/31/2020, uddinayazsk, suryaskillenza, 
78, "undefined - cliniq - Social Impact", https://github.com/skillenza-com/MishMash-India-2020/issues/78, "Social Impact", closed, , 03/31/2020, 04/09/2020, heyAyushh, suryaskillenza, 
77, "TEAM NAME - PROJECT NAME - THEME", https://github.com/skillenza-com/MishMash-India-2020/issues/77, "AR/VR/XR,Deep Tech,Ed Tech,Fin Tech,Mobility,Social Impact", open, , 03/31/2020, 03/31/2020, aegon47, suryaskillenza, 
76, "Team Perception - Learn-O-Little - Ed-Tech", https://github.com/skillenza-com/MishMash-India-2020/issues/76, "Ed Tech", open, , 03/31/2020, 03/31/2020, shivamsharma9619, suryaskillenza, 
75, "test", https://github.com/skillenza-com/MishMash-India-2020/issues/75, "", closed, , 03/31/2020, 03/31/2020, shashitripurari, , 
74, "TEAM_THANOS -INTELLIGENT_LIP_READING_SYSTEM-MACHINE_LEARNING", https://github.com/skillenza-com/MishMash-India-2020/issues/74, "Deep Tech", open, , 03/31/2020, 03/31/2020, codysom, suryaskillenza, 
73, "TECH_A_RATI - PESU_ParkIt- MOBILITY", https://github.com/skillenza-com/MishMash-India-2020/issues/73, "Mobility", open, , 03/31/2020, 04/01/2020, Ayushi-Mohan, suryaskillenza, 
72, "JASPERX - SMAERTERA - AR/VR/XR", https://github.com/skillenza-com/MishMash-India-2020/issues/72, "AR/VR/XR", open, , 03/31/2020, 03/31/2020, Ankitnalkar101, suryaskillenza, 
71, "soft_crab - Deep Tech or Machine Learning - Data Science POC", https://github.com/skillenza-com/MishMash-India-2020/issues/71, "Deep Tech,Deep Tech Problem Statement - 3", open, , 03/31/2020, 03/31/2020, arkajitmedya, suryaskillenza, 
70, "kuch_bhi - WebD Generator - Ed Tech", https://github.com/skillenza-com/MishMash-India-2020/issues/70, "Ed Tech", open, , 03/31/2020, 03/31/2020, chauhannishh, suryaskillenza, 
69, "Challenge2020-Unilever Data Science POC Use Case-Deep Tech or Machine Learning ", https://github.com/skillenza-com/MishMash-India-2020/issues/69, "Deep Tech,Deep Tech Problem Statement - 3", closed, , 03/31/2020, 03/31/2020, Yatika06, suryaskillenza, 
68, "Deoxys - Indoor Navigation for the Visually Impaired - XR (Urban)", https://github.com/skillenza-com/MishMash-India-2020/issues/68, "AR/VR/XR", open, , 03/31/2020, 03/31/2020, rajshekarreddy97, suryaskillenza, 
67, "CSociety - CHIT - Fintech", https://github.com/skillenza-com/MishMash-India-2020/issues/67, "Fin Tech", open, , 03/31/2020, 04/01/2020, Keerat666, suryaskillenza, 
66, "Professionals - Paysaan - FINTECH", https://github.com/skillenza-com/MishMash-India-2020/issues/66, "Fin Tech", open, , 03/31/2020, 03/31/2020, dwij2812, suryaskillenza, 
65, " Future_educatio - Edtech", https://github.com/skillenza-com/MishMash-India-2020/issues/65, "Ed Tech", open, , 03/31/2020, 03/31/2020, ghost, suryaskillenza, 
64, "Delenitors - Swachh Bot - Mobility", https://github.com/skillenza-com/MishMash-India-2020/issues/64, "Mobility", open, , 03/31/2020, 03/31/2020, Haimantika, suryaskillenza, 
63, "JackOfAllTrades - Shikshak - Ed-Tech", https://github.com/skillenza-com/MishMash-India-2020/issues/63, "Ed Tech", open, , 03/31/2020, 03/31/2020, sandeepyadav097, suryaskillenza, 
62, "Tanushka_m - Data Science EQ Prediction - Statement 3 by Unilever", https://github.com/skillenza-com/MishMash-India-2020/issues/62, "Deep Tech,Deep Tech Problem Statement - 3", closed, , 03/31/2020, 04/01/2020, Tanushka22, suryaskillenza, 
61, "RaatmeCode-EduLive-EdTech", https://github.com/skillenza-com/MishMash-India-2020/issues/61, "Ed Tech", closed, , 03/31/2020, 03/31/2020, GIRISHHOTWANI123-4, suryaskillenza, 
60, "Aegisrockers - AI power delivery route optimisation - Deep Tech or Machine Learning", https://github.com/skillenza-com/MishMash-India-2020/issues/60, "Deep Tech", open, , 03/31/2020, 03/31/2020, veeramanikandansrm, suryaskillenza, 
59, "DS_Wizards2020 - Sales Volume Prediction - Deep Tech/  Machine Learning", https://github.com/skillenza-com/MishMash-India-2020/issues/59, "Deep Tech", open, , 03/31/2020, 03/31/2020, aaruni186, suryaskillenza, 
58, "SCH3M3_SH3LL - Social Scraper - Machine Intelligence / Social Impact", https://github.com/skillenza-com/MishMash-India-2020/issues/58, "Social Impact", closed, , 03/31/2020, 04/09/2020, Aravindha1234u, suryaskillenza, 
57, "Innovatech - Integrated Education System - Ed-tech", https://github.com/skillenza-com/MishMash-India-2020/issues/57, "Ed Tech", closed, , 03/31/2020, 03/31/2020, Harshita-2000, , 
56, "Han_Solo - Face ID with liveness detection for secured payment gateways - FinTech", https://github.com/skillenza-com/MishMash-India-2020/issues/56, "Fin Tech", closed, , 03/31/2020, 04/07/2020, VPanjeta, suryaskillenza, 
55, "Reva_RACE-Covid_19-Social Impact", https://github.com/skillenza-com/MishMash-India-2020/issues/55, "Social Impact", open, , 03/31/2020, 03/31/2020, Taiba528, suryaskillenza, 
54, "TEAM NAME - PROJECT NAME - THEME", https://github.com/skillenza-com/MishMash-India-2020/issues/54, "AR/VR/XR,Deep Tech,Ed Tech,Fin Tech,Mobility,Social Impact", open, , 03/31/2020, 03/31/2020, Harshita-2000, suryaskillenza, 
53, "interupt01h - Sales Prediction - Deep Tech/ML(data science POC use case)", https://github.com/skillenza-com/MishMash-India-2020/issues/53, "Deep Tech,Deep Tech Problem Statement - 3", open, , 03/31/2020, 03/31/2020, Aftaab99, suryaskillenza, 
52, "Access_denied - Electronic Health Record - FinTech", https://github.com/skillenza-com/MishMash-India-2020/issues/52, "Fin Tech", open, , 03/31/2020, 03/31/2020, rajashree23, suryaskillenza, 
51, "binarySunset - COVID-Kicker - Deep Tech", https://github.com/skillenza-com/MishMash-India-2020/issues/51, "Deep Tech", open, , 03/31/2020, 04/01/2020, k4rth33k, suryaskillenza, 
50, "NOKIA 3310 - DIFESA - SOCIAL IMPACT", https://github.com/skillenza-com/MishMash-India-2020/issues/50, "Social Impact", open, , 03/31/2020, 03/31/2020, gutku10, suryaskillenza, 
49, "data_wranglers - Identifying key sales drivers and predicting future sales for next 6 periods -  Deep Tech", https://github.com/skillenza-com/MishMash-India-2020/issues/49, "Deep Tech", closed, , 03/31/2020, 04/02/2020, shritidatta, suryaskillenza, 
48, "STEALTH - Route Optimization and Visualization for Sales Vehicles - MACHINE LEARNING", https://github.com/skillenza-com/MishMash-India-2020/issues/48, "Deep Tech", open, , 03/31/2020, 03/31/2020, Anuj166, suryaskillenza, 
47, "ALMA2020 - Deep Tech / Machine Learning - Problem Statement 3 - Data Science POC Use Case", https://github.com/skillenza-com/MishMash-India-2020/issues/47, "Deep Tech", open, , 03/31/2020, 04/02/2020, VenkatagiriRamesh, suryaskillenza, 
46, "STRAVENGERS - SMART_CLOUD_SECURE - FINTECH", https://github.com/skillenza-com/MishMash-India-2020/issues/46, "Fin Tech", open, , 03/31/2020, 03/31/2020, SubKedi12, suryaskillenza, 
45, "IOTIANS- AR Portal for Dr and Student (Public Awareness) - AR/VR/XR- Epidemic", https://github.com/skillenza-com/MishMash-India-2020/issues/45, "AR/VR/XR", open, , 03/31/2020, 03/31/2020, sanket9006, suryaskillenza, 
44, "Coders_for_Now- Car Price Prediction - Deep Tech", https://github.com/skillenza-com/MishMash-India-2020/issues/44, "Deep Tech", open, , 03/31/2020, 03/31/2020, maaz-bin-asad, suryaskillenza, 
43, "Genesis - Route Optimization and Visualization for Sales Vehicles - Deep Tech/Machine Learning", https://github.com/skillenza-com/MishMash-India-2020/issues/43, "Deep Tech", open, , 03/31/2020, 04/03/2020, tejasvi, suryaskillenza, 
42, "C.R.U.S.H. - WEBSITE BASED ON VIRTUAL CLASSROOM - ED-TECH", https://github.com/skillenza-com/MishMash-India-2020/issues/42, "Ed Tech", open, , 03/31/2020, 04/01/2020, pgupta-eng, suryaskillenza, 
41, "ThePredictors - Unilever_Data_Science_POC_Use_Case - Deep Tech/ML", https://github.com/skillenza-com/MishMash-India-2020/issues/41, "Deep Tech", open, , 03/31/2020, 04/01/2020, sauravsuman689, suryaskillenza, 
40, "JDHacks - Doctor@FingerTip - Social Impact", https://github.com/skillenza-com/MishMash-India-2020/issues/40, "Social Impact", open, , 03/31/2020, 03/31/2020, jdhacks, , 
39, "MathGuys - Deep Tech/ Machine Learning - Route optimization and visualization for sales vehicles", https://github.com/skillenza-com/MishMash-India-2020/issues/39, "Deep Tech,Deep Tech Problem Statement - 2", open, , 03/31/2020, 04/02/2020, Midhilesh29, suryaskillenza, 
38, "CRYPTX - MOTOR CLAIM AUTOMATION - FINTECH", https://github.com/skillenza-com/MishMash-India-2020/issues/38, "Fin Tech", open, , 03/31/2020, 03/31/2020, sarthaksadh01, suryaskillenza, 
37, "BRO_CODE- Farmers-Payments-and-Microinsurance-Transaction-Management-System-FINTECH", https://github.com/skillenza-com/MishMash-India-2020/issues/37, "Fin Tech", open, , 03/31/2020, 04/01/2020, Apollo9999, suryaskillenza, 
36, "iTean - iTeam(Online Classmate Finder) - EdTech", https://github.com/skillenza-com/MishMash-India-2020/issues/36, "Ed Tech", open, , 03/31/2020, 03/31/2020, asubratgupta, suryaskillenza, 
35, "NXT GEN - GAMIFIED LEARNING - AR/VR/MR", https://github.com/skillenza-com/MishMash-India-2020/issues/35, "AR/VR/XR", open, , 03/31/2020, 03/31/2020, sshibinthomass, suryaskillenza, 
34, "Brainwavedabs - Indoor Autonomous Navigation - Mobility ", https://github.com/skillenza-com/MishMash-India-2020/issues/34, "Mobility", open, , 03/31/2020, 03/31/2020, sagnikdas98, suryaskillenza, 
33, "Datapirates - Employability Evaluator Model  For Loan Eligibility - Fintech", https://github.com/skillenza-com/MishMash-India-2020/issues/33, "Fin Tech", open, , 03/31/2020, 03/31/2020, yashgandhi-32, suryaskillenza, 
32, "Code_Stoic - My Tutor (Real-Time Learning App) - Ed-Tech", https://github.com/skillenza-com/MishMash-India-2020/issues/32, "Ed Tech", open, , 03/31/2020, 04/01/2020, HarishVS12, suryaskillenza, 
31, "TEAM NAME - PROJECT NAME - THEME", https://github.com/skillenza-com/MishMash-India-2020/issues/31, "AR/VR/XR,Deep Tech,Ed Tech,Fin Tech,Mobility,Social Impact", closed, , 03/31/2020, 03/31/2020, krushil2605, suryaskillenza, 
30, "Vadoo - Video Streaming Platform - Ed-Tech", https://github.com/skillenza-com/MishMash-India-2020/issues/30, "Ed Tech", open, , 03/31/2020, 03/31/2020, Anil-matcha, suryaskillenza, 
29, "abusement_park - EzPay - FinTech", https://github.com/skillenza-com/MishMash-India-2020/issues/29, "Fin Tech", closed, , 03/31/2020, 04/15/2020, sin3point14, suryaskillenza, 
28, "LeFlame - Online Classroom Quiz Platform - Ed-Tech", https://github.com/skillenza-com/MishMash-India-2020/issues/28, "Ed Tech", open, , 03/31/2020, 03/31/2020, bhavi289, suryaskillenza, 
27, "Tech_Army - Pathik - AR/VR/XR", https://github.com/skillenza-com/MishMash-India-2020/issues/27, "AR/VR/XR", closed, , 03/31/2020, 04/06/2020, KIRAkash, suryaskillenza, 
26, "Google_Covid19 - Google_for_covid19 - Machine Learning", https://github.com/skillenza-com/MishMash-India-2020/issues/26, "Deep Tech", open, , 03/30/2020, 03/31/2020, Jackent2B, suryaskillenza, 
25, "TEAM NAME - PROJECT NAME - THEME", https://github.com/skillenza-com/MishMash-India-2020/issues/25, "AR/VR/XR,Deep Tech,Ed Tech,Fin Tech,Mobility,Social Impact", closed, , 03/30/2020, 03/30/2020, AzharShams, suryaskillenza, 
24, "TEAM NAME - PROJECT NAME - THEME", https://github.com/skillenza-com/MishMash-India-2020/issues/24, "AR/VR/XR,Deep Tech,Ed Tech,Fin Tech,Mobility,Social Impact", closed, , 03/30/2020, 03/30/2020, AzharShams, suryaskillenza, 
23, "AkAdi - Deep Tech/Machine Learning - Data Science POC Use Case", https://github.com/skillenza-com/MishMash-India-2020/issues/23, "Deep Tech,Deep Tech Problem Statement - 3", closed, , 03/30/2020, 03/31/2020, AkAdi6896, suryaskillenza, 
22, "CodeDebugRepeat - EduNet - Ed-Tech", https://github.com/skillenza-com/MishMash-India-2020/issues/22, "Ed Tech", open, , 03/30/2020, 03/31/2020, harsh-2711, suryaskillenza, 
21, "Smile - Safety Checker - Social Impact", https://github.com/skillenza-com/MishMash-India-2020/issues/21, "Social Impact", open, , 03/30/2020, 03/31/2020, smilep, suryaskillenza, 
20, "teamname -teamnameedtech - edtech", https://github.com/skillenza-com/MishMash-India-2020/issues/20, "Ed Tech", open, , 03/30/2020, 03/30/2020, debopriyosanyal, suryaskillenza, 
19, "Data Quert", https://github.com/skillenza-com/MishMash-India-2020/issues/19, "", open, , 03/30/2020, 03/30/2020, sanmoy27, , 
18, "TEAM NAME - PROJECT NAME - THEME", https://github.com/skillenza-com/MishMash-India-2020/issues/18, "AR/VR/XR,Deep Tech,Ed Tech,Fin Tech,Mobility,Social Impact", open, , 03/29/2020, 03/29/2020, aravindh001, suryaskillenza, 
17, "TheHacksters - Theri - AR/VR/XR ", https://github.com/skillenza-com/MishMash-India-2020/issues/17, "AR/VR/XR", open, , 03/29/2020, 04/01/2020, modimrugesh1910, suryaskillenza, 
16, "Team_TAZS - FaceTAG - Mobility", https://github.com/skillenza-com/MishMash-India-2020/issues/16, "Mobility", open, , 03/29/2020, 03/30/2020, shreyaspapi, suryaskillenza, 
15, "FSociety - Fight-Corona  - Social Impact", https://github.com/skillenza-com/MishMash-India-2020/issues/15, "Social Impact", open, , 03/28/2020, 03/28/2020, nikhilkrgautam, suryaskillenza, 
14, "CodeHunter - Humans Help Humans - Social Impact", https://github.com/skillenza-com/MishMash-India-2020/issues/14, "Social Impact", open, , 03/28/2020, 03/28/2020, laravelman, suryaskillenza, 
13, "data_hack -  Data Science POC Use Case.  - Deep Tech/ Machine Learning", https://github.com/skillenza-com/MishMash-India-2020/issues/13, "Deep Tech,Deep Tech Problem Statement - 3", closed, , 03/28/2020, 04/01/2020, ritujpatel, suryaskillenza, 
12, "GameDotJs- Immunator - AR/VR/XR", https://github.com/skillenza-com/MishMash-India-2020/issues/12, "AR/VR/XR", open, , 03/28/2020, 03/28/2020, Punyax201, suryaskillenza, 
11, "TechForSociety - QuarantineMe - Social Impact", https://github.com/skillenza-com/MishMash-India-2020/issues/11, "Social Impact", open, , 03/28/2020, 03/31/2020, KashyapBhat, suryaskillenza, 
10, "boost_rocks - Consumer Sales Analysis and Prediction - Deep Tech/Machine Learning", https://github.com/skillenza-com/MishMash-India-2020/issues/10, "Deep Tech,Deep Tech Problem Statement - 3", open, , 03/27/2020, 03/30/2020, Nagendra401, suryaskillenza, 
9, "VinitG - Unilever Data Science POC Use Case - DeepTech/Machine Learning", https://github.com/skillenza-com/MishMash-India-2020/issues/9, "Deep Tech,Deep Tech Problem Statement - 3", open, , 03/26/2020, 03/30/2020, VINIT777, suryaskillenza, 
8, "##Web_Warriors - Student-Repo - Ed-Tech", https://github.com/skillenza-com/MishMash-India-2020/issues/8, "Ed Tech", open, , 03/25/2020, 04/02/2020, Sayan-dev, suryaskillenza, 
7, "123456 - What's the value of my data - Deep Tech", https://github.com/skillenza-com/MishMash-India-2020/issues/7, "Deep Tech", open, , 03/24/2020, 04/01/2020, rushabhshah10, suryaskillenza, 
6, "TEAM NAME - PROJECT NAME - THEME", https://github.com/skillenza-com/MishMash-India-2020/issues/6, "AR/VR/XR,Deep Tech,Ed Tech,Fin Tech,Mobility,Social Impact", open, , 03/23/2020, 03/24/2020, Msthapa, suryaskillenza, 
5, "123456 - What's the value of my data - Deep Tech", https://github.com/skillenza-com/MishMash-India-2020/issues/5, "", closed, , 03/23/2020, 03/24/2020, rushabhshah10, , 
4, "TEAM NAME - PROJECT NAME - THEME", https://github.com/skillenza-com/MishMash-India-2020/issues/4, "AR/VR/XR", closed, , 03/20/2020, 03/20/2020, suryashekhawat, suryaskillenza, 
3, "TEAM NAME - PROJECT NAME - THEME", https://github.com/skillenza-com/MishMash-India-2020/issues/3, "AR/VR/XR,Deep Tech,Ed Tech,Fin Tech,Mobility,Social Impact", closed, , 03/20/2020, 03/20/2020, iamshubhamupadhyay, suryaskillenza, 
2, "TEAM NAME - PROJECT NAME - THEME", https://github.com/skillenza-com/MishMash-India-2020/issues/2, "", closed, , 03/20/2020, 03/20/2020, iamshubhamupadhyay, suryaskillenza, 
1, "Hackathon Submission ", https://github.com/skillenza-com/MishMash-India-2020/issues/1, "", closed, , 03/19/2020, 03/19/2020, shubhamskillenza, , 
