serial_number,time_stamp,Sector 1,Sector 2,Sector 3,Sector 4
488,2014-04-07,1171.38,646.58,1817.76,1465.62
489,2014-04-04,1172.09,646.58,1817.76,1468.0699
490,2014-04-03,1172.09,646.58,1817.76,1468.0699
491,2014-04-02,1172.09,646.58,1817.76,1468.0699
492,2014-04-01,1172.21,647.07,1817.76,1468.0699
493,2014-03-31,1172.21,647.07,1817.76,1468.0699
494,2014-03-28,1171.83,647.07,1817.76,1466.79
495,2014-03-27,1171.83,647.07,1817.76,1467.15
496,2014-03-26,1172.88,651.58,1817.76,1467.15
497,2014-03-25,1172.88,651.58,1817.76,1467.15
498,2014-03-24,1174.53,651.58,1819.89,1469.27
499,2014-03-21,1167.0601,616.77,1819.89,1471.4
500,2014-03-20,1167.6801,616.77,1819.89,1473.52
501,2014-03-19,1168.3,616.77,1819.89,1475.65
502,2014-03-18,1167.88,609.61,1819.89,1479.9
503,2014-03-17,1162,584.31,1819.89,1479.9
504,2014-03-14,1162.62,584.31,1819.89,1482.02
505,2014-03-13,1158.46,582.14,1809.72,1486.28
506,2014-03-12,1158.46,582.14,1809.72,1486.28
507,2014-03-11,1155.13,570.5,1809.72,1484.15
508,2014-03-10,1155.75,570.5,1809.72,1486.28
509,2014-03-07,1153.88,570.5,1809.72,1480.02
510,2014-03-06,1155.75,570.5,1809.72,1486.39
511,2014-03-05,1154.62,568.33,1809.58,1484.27
512,2014-02-28,1154.8,568.33,1809.95,1484.27
513,2014-02-27,1140.03,568.33,1780.88,1486.39
514,2014-02-26,1136.88,568.33,1774.34,1486.39
515,2014-02-25,1136.74,570.5,1774.34,1484.27
516,2014-02-24,1134.85,570.5,1770.4,1484.27
517,2014-02-21,1135.3199,570.5,1770.08,1486.39
518,2014-02-20,1134.21,568.33,1770.08,1484.27
519,2014-02-19,1134.21,568.33,1770.08,1484.27
520,2014-02-18,1134.6899,570.5,1770.08,1484.27
521,2014-02-17,1135.9399,570.5,1770.08,1488.52
522,2014-02-14,1135.17,570.5,1771.0699,1484.27
523,2014-02-13,1132.41,561.3,1771.0699,1482.14
524,2014-02-12,1132.41,561.3,1771.0699,1482.14
525,2014-02-11,1135.98,561.3,1778.49,1482.14
526,2014-02-10,1131.63,561.3,1770.76,1480.02
527,2014-02-07,1131.63,561.3,1770.76,1480.02
528,2014-02-06,1131.15,559.13,1770.76,1480.02
529,2014-02-05,1132.5699,565.26,1770.76,1480.02
530,2014-02-04,1136.46,582.63,1770.76,1480.02
531,2014-02-03,1138.6,591.84,1770.76,1480.02
532,2014-01-31,1138.6,591.84,1770.76,1480.02
533,2014-01-30,1136.74,577.57,1770.6,1480.02
534,2014-01-29,1133.8,572.96,1770.6,1473.64
535,2014-01-28,1136.29,572.96,1770.6,1482.14
536,2014-01-27,1136.29,572.96,1770.6,1482.14
537,2014-01-24,1138.28,584.19,1770.6,1480.02
538,2014-01-23,1138.28,584.19,1770.6,1480.02
539,2014-01-22,1136.3199,584.32,1766.47,1480.02
540,2014-01-21,1132.58,584.32,1766.47,1467.27
541,2014-01-20,1133.21,584.32,1766.47,1469.39
542,2014-01-17,1131.96,584.32,1766.47,1465.14
543,2014-01-16,1130.09,584.32,1766.47,1458.76
544,2014-01-15,1132.0699,584.32,1766.47,1466.15
545,2014-01-14,1129.67,582,1766.47,1458.76
546,2014-01-13,1129.67,582,1766.47,1458.76
547,2014-01-10,1107.1899,582,1725.47,1458.76
548,2014-01-09,1133.98,605.36,1766.47,1458.76
549,2014-01-08,1133.98,605.36,1766.47,1458.76
550,2014-01-07,1140.5601,605.36,1766.47,1483.4
551,2014-01-06,1133.98,605.36,1766.47,1458.76
552,2014-01-03,1126.4301,564.48,1766.47,1458.76
553,2014-01-02,1125.22,557.92,1766.47,1458.76
554,2013-12-30,1125.22,557.92,1766.47,1458.76
555,2013-12-27,1124.83,548.65,1766.47,1463.6899
556,2013-12-26,1115.13,551.92,1750.0699,1458.76
557,2013-12-24,1124.12,551.92,1766.47,1458.76
558,2013-12-23,1123.46,551.92,1766.47,1456.3
559,2013-12-20,1115.91,525.28,1766.47,1446.45
560,2013-12-19,1098.22,515.45,1743.51,1434.13
561,2013-12-18,1093.28,508.9,1736.71,1434.13
562,2013-12-17,1089.33,508.9,1736.71,1419.35
563,2013-12-16,1090.64,508.9,1742.7,1411.96
564,2013-12-13,1093.28,508.9,1742.7,1421.8101
565,2013-12-12,1090.17,506.33,1742.7,1411.96
566,2013-12-11,1088.4,506.33,1741.87,1407.03
567,2013-12-10,1088.45,503.06,1741.87,1409.5
568,2013-12-09,1087.79,503.06,1741.87,1407.03
569,2013-12-05,1083.1899,503.06,1741.87,1389.79
570,2013-12-04,1087.14,503.06,1741.87,1404.5699
571,2013-12-03,1086.9301,503.06,1742.7,1402.11
572,2013-12-02,1082.98,503.06,1742.7,1387.33
573,2013-11-29,1086.27,530.48,1741.87,1382.4
574,2013-11-28,1080.8101,530.48,1736.71,1372.55
575,2013-11-27,1082.9301,533.76,1741.87,1367.62
576,2013-11-26,1079.4,530.48,1736.54,1367.62
577,2013-11-25,1075.35,509.61,1737.37,1365.16
578,2013-11-22,1078.39,533.76,1737.21,1360.23
579,2013-11-21,1077.9,523.92,1737.21,1365.16
580,2013-11-20,1078.14,527.2,1736.54,1365.16
581,2013-11-19,1078.59,527.2,1737.37,1365.16
582,2013-11-18,1076.72,520.65,1737.37,1362.6899
583,2013-11-15,1075.41,520.65,1737.37,1357.77
584,2013-11-14,1072.33,507.54,1737.37,1355.3
585,2013-11-13,1071.01,507.54,1737.37,1350.38
586,2013-11-12,1071.62,510.81,1737.37,1350.38
587,2013-11-11,1069.49,499.25,1737.37,1350.38
588,2013-11-08,1064.75,477.14,1737.37,1347.91
589,2013-11-07,1056.84,441.43,1737.37,1342.99
590,2013-11-06,1057.5,441.43,1737.37,1345.45
591,2013-11-05,1063.6899,478.53,1737.37,1342.99
592,2013-11-04,1063.03,478.53,1737.37,1340.52
593,2013-11-01,1063.03,478.53,1737.37,1340.52
594,2013-10-31,1062.37,478.53,1737.37,1338.0601
595,2013-10-30,1062.37,478.53,1737.37,1338.0601
596,2013-10-29,1061.79,475.37,1737.37,1338.0601
597,2013-10-28,1061.79,475.37,1737.37,1338.0601
598,2013-10-25,1061.13,475.37,1737.37,1335.6
599,2013-10-24,1061.71,478.53,1737.37,1335.6
600,2013-10-23,1061.71,478.53,1737.37,1335.6
601,2013-10-22,1061.71,478.53,1737.37,1335.6
602,2013-10-21,1061.13,475.37,1737.37,1335.6
603,2013-10-18,1063.41,483.89,1737.45,1338.0601
604,2013-10-17,1060.37,472.21,1737.04,1335.6
605,2013-10-16,1055.66,446.71,1737.04,1335.6
606,2013-10-15,1055.41,446.71,1735.38,1338.0601
607,2013-10-14,1054.75,446.71,1735.38,1335.6
608,2013-10-10,1054.75,446.71,1735.38,1335.6
609,2013-10-09,1054.75,446.71,1735.38,1335.6
610,2013-10-08,1056.91,458.39,1735.38,1335.6
611,2013-10-07,1055.74,458.39,1733.25,1335.6
612,2013-10-04,1055.74,458.39,1733.25,1335.6
613,2013-10-03,1055.74,458.39,1733.25,1335.6
614,2013-10-02,1055.74,458.39,1733.25,1335.6
615,2013-10-01,1055.74,458.39,1733.25,1335.6
616,2013-09-30,1061.13,487.59,1733.25,1335.6
617,2013-09-27,1062.04,487.59,1734.91,1335.6
618,2013-09-26,1062.04,487.59,1734.91,1335.6
619,2013-09-25,1062.8101,491.79,1734.91,1335.6
620,2013-09-24,1062.8101,491.79,1734.91,1335.6
621,2013-09-23,1062.8101,491.79,1734.91,1335.6
622,2013-09-20,1054.0699,444.41,1734.91,1335.6
623,2013-09-19,1055.1899,444.41,1734.91,1335.6
624,2013-09-18,1054.0699,444.41,1734.91,1335.6
625,2013-09-17,1056.21,456,1734.91,1335.6
626,2013-09-16,1056.21,456,1734.91,1335.6
627,2013-09-13,1056.21,456,1734.91,1335.6
628,2013-09-12,1059.5601,474.18,1734.91,1335.6
629,2013-09-11,1059.5601,474.18,1734.91,1335.6
630,2013-09-10,1059.5601,474.18,1734.91,1335.6
631,2013-09-09,1059.5601,474.18,1734.91,1335.6
632,2013-09-06,1064.8199,503.38,1734.67,1335.6
633,2013-09-05,1057.33,503.38,1722.22,1333.13
634,2013-09-04,1057.99,503.38,1722.22,1335.6
635,2013-09-03,1057.99,503.38,1722.22,1335.6
636,2013-09-02,1058.65,503.38,1722.22,1338.0601
637,2013-08-30,1058.65,503.38,1722.22,1338.0601
638,2013-08-29,1063.38,532.59,1722.22,1335.6
639,2013-08-28,1063.38,532.59,1722.22,1335.6
640,2013-08-27,1063.38,532.59,1722.22,1335.6
641,2013-08-26,1062.67,532.59,1722.13,1333.13
642,2013-08-23,1063.33,532.59,1722.13,1335.6
643,2013-08-22,1063.99,532.59,1722.13,1338.0601
644,2013-08-21,1063.95,532.59,1722.05,1338.0601
645,2013-08-20,1063.95,532.59,1722.05,1338.0601
646,2013-08-19,1062.63,532.59,1722.05,1333.13
647,2013-08-16,1062.63,532.59,1722.05,1333.13
648,2013-08-15,1060.67,532.59,1719.67,1330.67
649,2013-08-14,1060.01,532.59,1719.67,1328.21
650,2013-08-13,1059.35,532.59,1719.67,1325.74
651,2013-08-12,1061.1801,538.91,1719.67,1328.21
652,2013-08-09,1061.1801,538.91,1719.67,1328.21
653,2013-08-08,1059.86,538.91,1719.67,1323.28
654,2013-08-07,1060.89,548.38,1718.36,1323.28
655,2013-08-06,1062.71,554.7,1718.36,1325.74
656,2013-08-05,1062.05,554.7,1718.36,1323.28
657,2013-08-02,1062.05,554.7,1718.36,1323.28
658,2013-08-01,1062.05,554.7,1718.36,1323.28
659,2013-07-31,1062.05,554.7,1718.36,1323.28
660,2013-07-30,1058.75,536.79,1718.36,1323.28
661,2013-07-29,1058.6,543.11,1718.36,1318.35
662,2013-07-26,1066.33,577.89,1718.36,1323.28
663,2013-07-25,1856.0699,577.89,1718.36,1323.28
664,2013-07-24,1066.33,577.89,1718.36,1323.28
665,2013-07-23,1065.67,577.89,1718.36,1320.8101
666,2013-07-22,1065.67,577.89,1718.36,1320.8101
667,2013-07-19,1065.01,577.89,1718.36,1318.35
668,2013-07-18,1068.08,587.36,1718.36,1323.28
669,2013-07-17,1068.08,587.36,1718.36,1323.28
670,2013-07-16,1066.3101,587.45,1717.66,1317.59
671,2013-07-15,1066.3101,587.45,1717.66,1317.59
672,2013-07-12,1066.3101,587.45,1717.66,1317.59
673,2013-07-11,1067.01,587.45,1717.66,1320.4301
674,2013-07-10,1065.14,587.45,1712.98,1323.28
675,2013-07-09,1065.3199,587.45,1713.29,1323.28
676,2013-07-08,1065.3199,587.45,1713.29,1323.28
677,2013-07-05,1065.3199,587.45,1713.29,1323.28
678,2013-07-04,1059.61,587.45,1705.45,1317.59
679,2013-07-03,1068.23,602.71,1713.29,1320.4301
680,2013-07-02,1067.53,602.71,1713.29,1317.59
681,2013-07-01,1066.45,602.71,1711.33,1317.59
682,2013-06-28,1066.45,602.71,1711.33,1317.59
683,2013-06-27,1066.45,602.71,1711.33,1317.59
684,2013-06-26,1066.45,602.71,1711.33,1317.59
685,2013-06-25,1063.27,602.71,1705.53,1317.59
686,2013-06-24,1061.78,590.51,1705.53,1323.28
687,2013-06-21,1061.25,580.74,1711.33,1317.59
688,2013-06-20,1060.55,580.74,1711.33,1314.75
689,2013-06-19,1061.25,580.74,1711.33,1317.59
690,2013-06-18,1059.85,580.74,1711.33,1311.9
691,2013-06-17,1061.24,580.74,1711.3,1317.59
692,2013-06-14,1052.35,550.9,1705.4301,1323.28
693,2013-06-13,1050.95,550.9,1705.4301,1317.59
694,2013-06-12,1050.1801,550.9,1704.02,1317.59
695,2013-06-11,1050.52,552.35,1704.02,1317.59
696,2013-06-10,1046.0601,552.35,1695.9,1317.59
697,2013-06-07,1046.0601,552.35,1695.9,1317.59
698,2013-06-06,1046.0601,552.35,1695.9,1317.59
699,2013-06-05,1046.02,552.35,1695.8199,1317.59
700,2013-06-04,1048.2,564.56,1695.8199,1314.75
701,2013-06-03,1052.0601,571.88,1700.97,1311.9
702,2013-05-31,1056.36,571.88,1707.52,1314.75
703,2013-05-30,1056.36,571.88,1707.52,1314.75
704,2013-05-29,1059.91,586.89,1707.52,1314.75
705,2013-05-28,1059.87,586.89,1707.4399,1314.75
706,2013-05-27,1059.87,586.89,1707.4399,1314.75
707,2013-05-23,1057.3,586.89,1702.76,1314.75
708,2013-05-22,1056.72,584.45,1702.76,1314.75
709,2013-05-21,1066.91,630.82,1702.61,1311.9
710,2013-05-20,1064.3101,616.85,1702.61,1314.75
711,2013-05-17,1064.3101,616.85,1702.61,1314.75
712,2013-05-16,1062.91,616.85,1702.61,1309.0601
713,2013-05-15,1079.9301,681.5,1702.61,1314.75
714,2013-05-14,1076.9301,681.5,1700.27,1309.0601
715,2013-05-13,1078.33,681.5,1700.27,1314.75
716,2013-05-10,1078.33,681.5,1700.27,1314.75
717,2013-05-09,1076.9301,681.5,1700.27,1309.0601
718,2013-05-08,1078.33,681.5,1700.34,1314.75
719,2013-05-07,1072.5699,663.12,1700.27,1309.0601
720,2013-05-06,1073.98,663.12,1700.27,1314.75
721,2013-05-03,1079.38,685.95,1700.27,1314.75
722,2013-05-02,1078.2,687.07,1700.1899,1309.0601
723,2013-04-30,1083.6,687.07,1710.02,1309.0601
724,2013-04-29,1080.7,674.81,1710.02,1309.0601
725,2013-04-26,1080.7,674.81,1710.02,1309.0601
726,2013-04-25,1101.89,764.33,1710.02,1309.0601
727,2013-04-24,1101.76,764.33,1709.79,1309.0601
728,2013-04-23,1101.0601,764.33,1709.79,1306.22
729,2013-04-22,1088.58,764.33,1687.05,1306.22
730,2013-04-19,1089.3199,764.33,1687.13,1309.0601
731,2013-04-18,1089.3199,764.33,1687.13,1309.0601
732,2013-04-17,1089.3199,764.33,1687.13,1309.0601
733,2013-04-16,1092.13,764.33,1687.13,1320.4301
734,2013-04-15,1089.3199,764.33,1687.13,1309.0601
735,2013-04-12,1089.3199,764.33,1687.13,1309.0601
736,2013-04-11,1090.6801,764.33,1687.05,1314.75
737,2013-04-10,1090.6801,764.33,1687.05,1314.75
738,2013-04-09,1089.9,764.33,1685.63,1314.75
739,2013-04-08,1091.3101,764.33,1685.63,1320.4301
740,2013-04-05,1094.17,773.46,1685.63,1323.28
741,2013-04-04,1090.66,773.46,1685.63,1309.0601
742,2013-04-03,1078.74,711.25,1685.63,1320.4301
743,2013-04-02,1075.9399,711.25,1685.63,1309.0601
744,2013-04-01,1087.74,707.8,1685.63,1360.24
745,2013-03-28,1096.03,707.8,1685.63,1393.87
746,2013-03-27,1097.3199,707.8,1687.98,1393.87
747,2013-03-26,1073.63,707.8,1673.88,1289.11
748,2013-03-25,1054.54,705.34,1640.16,1289.11
749,2013-03-22,1052.6899,705.34,1640.16,1281.62
750,2013-03-21,1053.92,705.34,1640.16,1286.61
751,2013-03-20,1051.09,698.56,1640.16,1281.62
752,2013-03-19,1051.09,698.56,1640.16,1281.62
753,2013-03-18,1051.09,698.56,1640.16,1281.62
754,2013-03-15,1045.55,698.56,1640.16,1259.1801
755,2013-03-14,1044.9399,698.56,1640.16,1256.6801
756,2013-03-13,1044.9399,698.56,1640.16,1256.6801
757,2013-03-12,1044.3199,698.56,1640.16,1254.1899
758,2013-03-11,1043.79,696.3,1640.16,1254.1899
759,2013-03-08,1038.9399,698.65,1629.1899,1256.6801
760,2013-03-07,1036.39,698.65,1629.03,1246.7
761,2013-03-06,1036.39,698.65,1629.03,1246.7
762,2013-03-05,1037.4399,698.65,1630.9399,1246.7
763,2013-03-04,1038.05,698.65,1630.9399,1249.2
764,2013-03-01,1037.89,703.17,1630.9399,1244.21
765,2013-02-28,1037.89,703.17,1630.9399,1244.21
766,2013-02-27,1027.54,703.17,1607.59,1254.1899
767,2013-02-26,1027.54,703.17,1607.59,1254.1899
768,2013-02-25,1035.39,703.17,1633.11,1229.24
769,2013-02-22,1029.86,703.17,1633.11,1206.8
770,2013-02-21,1031.7,703.17,1633.11,1214.48
771,2013-02-20,1032.9301,703.17,1633.11,1219.27
772,2013-02-19,1026.01,703.17,1626.1,1206.8
773,2013-02-18,1026.9399,694.13,1626.1,1219.27
774,2013-02-15,1020.79,694.13,1626.1,1194.3199
775,2013-02-14,1020.79,694.13,1626.1,1194.3199
776,2013-02-13,1024.92,698.56,1626.1,1206.8
777,2013-02-07,1017.83,676.4,1626.1,1199.3101
778,2013-02-06,1011.49,649.81,1622.66,1206.8
779,2013-02-05,1011.49,649.81,1622.66,1206.8
780,2013-02-04,1011.56,663.1,1622.66,1194.3199
781,2013-02-01,1011.72,663.1,1622.95,1194.3199
782,2013-01-31,1018.02,689.7,1622.95,1194.3199
783,2013-01-30,1004.45,645.38,1622.95,1181.85
784,2013-01-29,1001.7,645.38,1622.4301,1171.88
785,2013-01-28,1010.22,670.96,1622.4301,1181.85
786,2013-01-25,1024.37,686.77,1622.4301,1239.22
787,2013-01-24,1010.23,686.77,1622.36,1166.89
788,2013-01-23,1010.85,686.77,1622.36,1169.38
789,2013-01-22,1009.79,686.77,1622.36,1164.72
790,2013-01-21,1011.41,688.84,1622.36,1169.38
791,2013-01-18,1010.88,688.84,1622.36,1167.05
792,2013-01-17,1010.35,688.84,1622.36,1164.72
793,2013-01-16,1010.31,688.84,1622.27,1164.72
794,2013-01-15,1010.31,688.84,1622.27,1164.72
795,2013-01-14,1010.31,688.84,1622.27,1164.72
796,2013-01-11,1014.72,705.05,1622.27,1164.72
797,2013-01-10,1015.25,705.05,1622.27,1167.05
798,2013-01-09,1016.73,710.48,1622.27,1167.05
799,2013-01-08,1015.25,705,1622.27,1167.05
800,2013-01-07,1020.89,725.72,1622.27,1167.05
801,2013-01-04,1020.84,725.72,1622.1899,1167.05
802,2013-01-03,1023.09,733.99,1622.1899,1167.05
803,2013-01-02,1021.78,733.99,1608.13,1192.71
804,2012-12-28,1021.78,733.99,1608.13,1192.71
805,2012-12-27,1019.13,733.99,1608.13,1181.04
806,2012-12-26,1019.55,747.19,1608.13,1167.05
807,2012-12-21,1019.96,747.19,1608.13,1167.05
808,2012-12-20,1019.02,747.19,1608.13,1164.72
809,2012-12-19,1019.96,747.19,1607.88,1169.38
810,2012-12-18,1018.9,747.19,1607.88,1164.72
811,2012-12-17,1018.9,747.19,1607.88,1164.72
812,2012-12-14,1015.08,747.19,1599.3199,1167.05
813,2012-12-13,1014.02,747.19,1599.3199,1162.38
814,2012-12-12,1015.61,747.19,1599.3199,1169.38
815,2012-12-11,1019.49,765.32,1599.3199,1164.72
816,2012-12-10,1020.55,765.32,1599.3199,1169.38
817,2012-12-07,1018.21,767.39,1595.6801,1164.72
818,2012-12-05,1018.01,767.39,1539.2,1169.38
819,2012-12-04,1015.59,760.47,1593.2,1167.05
820,2012-12-03,1015.06,760.47,1593.2,1164.72
821,2012-11-30,1016.12,760.47,1593.2,1169.38
822,2012-11-29,1014.97,756.76,1592.92,1169.38
823,2012-11-28,1014.44,756.76,1592.92,1167.05
824,2012-11-27,1011.71,746.73,1592.92,1167.05
825,2012-11-26,1012.38,749.21,1592.92,1167.05
826,2012-11-23,1012.38,749.21,1592.92,1167.05
827,2012-11-22,1012.38,749.21,1592.92,1167.05
828,2012-11-21,1013.97,749.21,1592.92,1174.05
829,2012-11-20,1012.38,749.21,1592.92,1167.05
830,2012-11-19,1014.32,770.54,1592.92,1167.05
831,2012-11-16,1017.67,770.54,1592.92,1164.72
832,2012-11-15,1017.67,770.54,1592.92,1164.72
833,2012-11-14,1020.04,774.56,1591.27,1174.05
834,2012-11-13,1019.9,781.83,1519.27,1164.72
835,2012-11-12,1018.53,781.83,1584.4,1174.05
836,2012-11-09,1014.74,771.8,1584.4,1169.38
837,2012-11-08,1014.21,771.8,1584.4,1167.05
838,2012-11-07,1015.8,771.8,1584.4,1174.05
839,2012-11-06,1005.81,739.05,1584.4,1169.38
840,2012-11-05,1006.87,739.05,1584.4,1174.05
841,2012-11-01,1004.75,739.05,1584.4,1164.72
842,2012-10-31,1006.82,739.05,1584.3,1174.05
843,2012-10-30,1017.66,782.71,1584.3,1169.38
844,2012-10-29,1018.72,782.71,1584.21,1174.05
845,2012-10-26,1017.62,782.71,1584.21,1169.38
846,2012-10-25,1017.62,782.71,1584.21,1169.38
847,2012-10-24,1017.62,782.71,1584.21,1169.38
848,2012-10-23,1023.09,802.78,1584.21,1169.38
849,2012-10-22,1026.13,810.06,1584.21,1174.05
850,2012-10-19,1026.42,815.01,1584.21,1169.38
851,2012-10-18,1027.48,815.01,1524.21,1174.05
852,2012-10-17,1027.48,815.01,1584.21,1174.05
853,2012-10-16,1025.21,812.52,1584.21,1167.05
854,2012-10-15,1029.77,823.44,1584.21,1174.05
855,2012-10-11,1031.91,837.11,1584.21,1167.05
856,2012-10-10,1033.9301,837.11,1585.0601,1174.05
857,2012-10-09,1030.25,829.08,1584.21,1169.38
858,2012-10-08,1032.41,833.1,1584.21,1174.05
859,2012-10-05,1034.1,845.14,1584.21,1167.05
860,2012-10-04,1039.01,863.2,1579.12,1169.38
861,2012-10-03,1039.01,866.84,1579.12,1174.05
862,2012-10-02,1031.52,866.84,1566.4399,1169.38
863,2012-10-01,1031.52,866.84,1566.4399,1169.38
864,2012-09-28,1030.46,866.84,1566.4399,1164.72
865,2012-09-27,1030.4301,862.83,1566.4399,1169.38
866,2012-09-26,1028.26,858.81,1564.33,1169.38
867,2012-09-25,1028.1909,862.45,1564.33,1164.72
868,2012-09-24,1027.9863,861.7,1564.33,1164.72
869,2012-09-21,1029.0454,861.7,1564.33,1169.38
870,2012-09-20,1027.9863,861.7,1564.33,1164.72
871,2012-09-19,1027.9863,861.7,1564.33,1164.72
872,2012-09-18,1029.0454,861.7,1564.33,1169.38
873,2012-09-17,1028.4985,859.69,1564.33,1169.38
874,2012-09-14,1028.4985,859.69,1564.33,1169.38
875,2012-09-13,1029.49,863.33,1564.33,1169.38
876,2012-09-12,1029.49,863.33,1564.33,1169.38
877,2012-09-11,1032.6844,865.34,1564.33,1181.04
878,2012-09-10,1032.6844,865.34,1564.33,1181.04
879,2012-09-07,1040.9429,905.36,1564.33,1169.53
880,2012-09-06,1035.1294,876.26,1564.33,1178.86
881,2012-09-05,1037.777,876.26,1564.33,1190.53
882,2012-09-04,1035.3293,876.26,1566.8101,1174.2
883,2012-09-03,1038.5065,876.26,1566.8101,1188.1899
884,2012-08-31,1045.1565,906.49,1566.8101,1181.2
885,2012-08-30,1044.0627,902.48,1566.8101,1181.2
886,2012-08-29,1050.7931,913.39,1568.99,1192.86
887,2012-08-28,1047.0728,913.39,1566.88,1181.2
888,2012-08-27,1048.729,909.75,1566.88,1192.86
889,2012-08-24,1049.736,903.73,1566.88,1204.52
890,2012-08-23,1049.2064,903.73,1566.88,1202.1899
891,2012-08-22,1044.2671,883.66,1566.88,1204.52
892,2012-08-21,1045.3407,888.96,1566.15,1204.52
893,2012-08-20,1053.1621,927.22,1566.24,1192.86
894,2012-08-17,1045.6119,929.23,1555.51,1181.2
895,2012-08-16,1044.3528,929.23,1553.03,1181.2
896,2012-08-15,1041.3494,927.92,1553.03,1169.53
897,2012-08-14,1042.9727,931.94,1553.03,1171.87
898,2012-08-13,1032.5286,895.55,1553.03,1169.53
899,2012-08-09,1031.999,895.55,1553.03,1167.2
900,2012-08-08,1032.5286,895.55,1553.03,1169.53
901,2012-08-07,1032.5286,895.55,1553.03,1169.53
902,2012-08-06,1045.0908,931.94,1553.03,1181.2
903,2012-08-03,1033.5876,895.55,1553.03,1174.2
904,2012-08-02,1033.0581,895.55,1553.03,1171.87
905,2012-08-01,1033.5876,895.55,1553.03,1174.2
906,2012-07-31,1033.0581,895.55,1553.03,1171.87
907,2012-07-30,1034.2526,895.55,1551.21,1181.2
908,2012-07-27,1041.1466,911.41,1559.4,1174.2
909,2012-07-26,1049.3405,933.62,1560.49,1181.2
910,2012-07-25,1045.9897,913.55,1560.49,1190.53
911,2012-07-24,1037.5837,913.55,1543.9399,1190.53
912,2012-07-23,1038.1132,913.55,1543.9399,1192.86
913,2012-07-20,1045.9897,913.55,1560.49,1190.53
914,2012-07-19,1038.3503,898.99,1552.22,1192.86
915,2012-07-18,1026.6472,856.04,1552.22,1192.86
916,2012-07-17,1021.7252,837.98,1552.22,1192.86
917,2012-07-16,1033.4679,873.89,1552.9399,1199.86
918,2012-07-13,1033.153,859.84,1561.95,1195.1899
919,2012-07-12,1031.6499,854.32,1561.95,1195.1899
920,2012-07-11,1032.1118,857.96,1561.95,1192.86
921,2012-07-10,1045.6229,832.87,1561.22,1192.86
922,2012-07-09,1038.4897,873.01,1561.22,1204.52
923,2012-07-06,1034.6844,874.31,1553.03,1206.05
924,2012-07-05,1032.1885,874.31,1554.42,1193.64
925,2012-07-04,1028.9478,874.31,1554.42,1181.22
926,2012-07-03,1036.5928,892.96,1554.42,1193.64
927,2012-07-02,1038.0446,899.1,1554.42,1193.64
928,2012-06-29,1031.0392,894.75,1554.42,1171.29
929,2012-06-28,1031.6874,894.75,1554.42,1173.77
930,2012-06-27,1026.6292,889.96,1545.48,1176.25
931,2012-06-26,1036.026,905.64,1554.33,1178.74
932,2012-06-25,1039.0878,915.86,1554.33,1181.22
933,2012-06-22,1031.3169,915.86,1545.48,1168.8
934,2012-06-21,1031.3169,915.86,1545.48,1168.8
935,2012-06-20,1026.3135,894.68,1545.48,1168.8
936,2012-06-19,1043.3179,952.94,1545.48,1181.22
937,2012-06-18,1038.9197,952.94,1543.21,1168.8
938,2012-06-15,1028.1873,952.94,1522.29,1168.8
939,2012-06-14,1041.7775,952.94,1548.86,1168.8
940,2012-06-13,1041.7775,952.94,1548.86,1168.8
941,2012-06-12,1036.5638,950.04,1540,1168.8
942,2012-06-11,1042.3903,950.04,1548.86,1173.77
943,2012-06-08,1042.5834,950.04,1551.65,1168.8
944,2012-06-07,1043.267,952.94,1551.65,1168.8
945,2012-06-06,1043.267,952.94,1551.65,1168.8
946,2012-06-05,1043.267,952.94,1551.65,1168.8
947,2012-06-04,1043.267,952.94,1551.65,1168.8
948,2012-06-01,1034.2521,952.94,1534.03,1168.8
949,2012-05-31,1033.0605,952.94,1531.79,1168.8
950,2012-05-30,1024.1465,925.92,1527.04,1168.8
951,2012-05-29,1022.0638,913.37,1528.77,1168.8
952,2012-05-28,1035.1014,968.56,1528.77,1168.8
953,2012-05-24,1022.2504,942.93,1515.48,1168.8
954,2012-05-23,1010.4085,892.8,1515.48,1168.8
955,2012-05-22,1019.4116,930.91,1515.48,1168.8
956,2012-05-21,1018.0445,925.12,1515.48,1168.8
957,2012-05-18,1023.9121,925.12,1526.95,1168.8
958,2012-05-17,1025.2084,925.12,1526.95,1173.77
959,2012-05-16,1010.7285,892.8,1509.77,1181.22
960,2012-05-15,1025.9717,964.37,1511.58,1171.29
961,2012-05-14,1025.3235,964.37,1511.58,1168.8
962,2012-05-11,1025.3235,964.37,1511.58,1168.8
963,2012-05-10,1025.3235,964.37,1511.58,1168.8
964,2012-05-09,1028.6055,978.84,1511.3199,1168.8
965,2012-05-08,1024.6399,961.48,1511.58,1168.8
966,2012-05-07,1023.2773,956.86,1511.05,1168.8
967,2012-05-04,1023.2773,956.86,1511.05,1168.8
968,2012-05-03,1027.7456,956.86,1519.4301,1168.8
969,2012-05-02,1031.6542,973.02,1519.61,1165.95
970,2012-04-30,1022.8902,957.48,1509.65,1165.95
971,2012-04-27,1026.4392,950.56,1509.65,1185.8199
972,2012-04-26,1030.7942,968.99,1509.65,1187.3199
973,2012-04-25,1025.6089,968.99,1509.65,1167.45
974,2012-04-24,1027.1545,975.92,1509.47,1167.45
975,2012-04-23,1025.0865,949.87,1508.59,1184.84
976,2012-04-20,1023.7902,949.87,1508.59,1179.87
